id;model;manufact;condition;status;equitype;owner;process;role;prodline;wshop
47970;SELECTA PRESOCLAVE-III 50 L;Thermo Fisher Scientific Messtechnik Gmbh;As New;Standalone;4;PROD;;461;;
48002;Retourneur;Jxxa;Fully Functional;Operational;1;PROD;Coil Shear;138;CLSL01&02;
48029;ENR-8 (EOLE) 035 201:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48030;ENR-4-HOLD (EOLE) 035 340:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48031;ENR-8-HOLD (EOLE) 035 290:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48032;ENR-8 (NEO) - 035 201:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48033;ENR-4-HOLD (NEO) 035 340:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48034;ENR-8 (NEO) - 035 201:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48035;ENR-8-HOLD (NEO) 035 290:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48036;ENR-8-HOLD (NEO) 035 290:00;Kuhnke;As New;Standalone;4;PROD;;471;;
48037;PAT-1000;Kuhnke;As New;Standalone;4;PROD;;477;;
48038;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coil Shear;146;CL01;MPC
48039;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coil Shear;146;CL02;MPC
48040;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coil Shear;146;CL03;MPC
48041;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coating;146;LA01;MPC
48042;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coating;146;LA02;MPC
48043;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coating;146;LA03;MPC
48044;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Coating;146;LA04;MPC
48045;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD05;DD
48046;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD06;DD
48047;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD07;DD
48048;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD08;DD
48049;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD09;DD
48050;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD10;DD
48051;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD11;DD
48052;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD12;DD
48053;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD13;DD
48054;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD14;DD
48055;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD15;DD
48056;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD19;DD
48057;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD20;DD
48058;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD22;DD
48059;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD23;DD
48060;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD24;DD
48061;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD25;DD
48062;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD26;DD
48063;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD27;DD
48064;scrap chute conveyor;Crown;Fully Functional;Operational;1;PROD;End Assembly;271;PDSLEVD;
48065;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PD28;DD
48066;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PDSL12&13;DD
48067;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PDSL5&6;DD
48068;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PDSL7&8;DD
48069;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PDSLVISMAE9&10;
48070;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;PDSL19&20;DD
48071;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;SC31;
48072;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;SC33;
48073;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;SCSL5&6;
48074;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;SCSL7&8;
48075;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;SCSL9&10;
48076;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;End Assembly;146;SCSL12&13;
48077;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;EOLE;146;PE01;EOLE
48078;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;EOLE;146;PE02;EOLE
48079;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;EOLE;146;PE04;EOLE
48080;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;146;PM50;MTD
48081;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;146;PM51;MTD
48082;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;146;PM52;MTD
48083;Main Electrical Cabin;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;146;PM53;MTD
48084;Aspiration déchets 314;Crown;Fully Functional;Operational;1;PROD;EOLE;271;PESLEVA;
48085;Aspiration déchets Anneaux;Crown;Fully Functional;Operational;1;PROD;EOLE;271;PESLEVB;
48086;Robot L07131;Silvi;As New;Operational;1;PROD;End Assembly;27;PD28;DD
48090;Versatile Gauge;Versatile;Fully Functional;Standalone;4;PROD;;477;;
48091;Conveying;Crown;Fully Functional;Operational;1;PROD;Coil Shear;158;CL01;MPC
48092;Conveying;Crown;Fully Functional;Operational;1;PROD;Coil Shear;158;CL02;MPC
48093;Conveying;Crown;Fully Functional;Operational;1;PROD;Coil Shear;158;CL03;MPC
48094;Convoyeur entrée;Crown;Fully Functional;Operational;1;PROD;Coil Shear;204;CLSL01&02;
48095;Centreur Plateaux;Crown;Fully Functional;Operational;1;PROD;Coil Shear;204;CLSL01&02;
48096;Préhenseur plateaux;Crown;Fully Functional;Operational;1;PROD;Coil Shear;254;CLSL01&02;
48097;Convoyeur Sortie;Crown;Fully Functional;Operational;1;PROD;Coil Shear;204;CLSL01&02;
48098;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD05;DD
48099;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD06;DD
48100;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD07;DD
48101;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD08;DD
48102;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD09;DD
48103;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD10;DD
48104;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD11;DD
48105;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD12;DD
48106;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD13;DD
48107;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD14;DD
48108;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD15;DD
48109;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD19;DD
48110;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD20;DD
48111;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD24;DD
48112;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD25;DD
48113;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD26;DD
48114;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD27;DD
48115;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PD28;DD
48116;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PDSL12&13;DD
48117;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PDSL19&20;DD
48118;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PDSL5&6;DD
48119;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PDSL7&8;DD
48120;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;157;PDSLVISMAE9&10;
48121;Conveying;ATIAP;Fully Functional;Operational;1;PROD;EOLE;157;PE01;EOLE
48122;Conveying;ATIAP;Fully Functional;Operational;1;PROD;EOLE;157;PE02;EOLE
48123;Conveying;ATIAP;Fully Functional;Operational;1;PROD;EOLE;157;PE04;EOLE
48124;Conveying;ATIAP;Fully Functional;Operational;1;PROD;Ends Multi Die;157;PM50;MTD
48125;Conveying;ATIAP;Fully Functional;Operational;1;PROD;Ends Multi Die;157;PM51;MTD
48126;Conveying;ATIAP;Fully Functional;Operational;1;PROD;Ends Multi Die;157;PM52;MTD
48127;Conveying;ATIAP;Fully Functional;Operational;1;PROD;Ends Multi Die;157;PM53;MTD
48128;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;198;SC31;
48129;Conveying;ATIAP;Fully Functional;Operational;1;PROD;End Assembly;198;SC33;
48130;Quality Line Control;Crown;Fully Functional;Operational;1;PROD;Coating;144;LA01;MPC
48131;Quality Line Control;Crown;Fully Functional;Operational;1;PROD;Coating;144;LA02;MPC
48132;Quality line Control;Crown;Fully Functional;Operational;1;PROD;Coating;144;LA03;MPC
48133;Quality line Control;Crown;Fully Functional;Operational;1;PROD;Coating;144;LA04;MPC
48138;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD11;DD
48139;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD14;DD
48140;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD15;DD
48141;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD24;DD
48142;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD25;DD
48143;Pallet Elevator HYMECA;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD26;DD
48144;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PD27;DD
48145;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PDSL12&13;DD
48146;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PDSL19&20;DD
48147;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PDSL5&6;DD
48148;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PDSL7&8;DD
48149;Pallet Elevator ATLAS;Other (please specify);Fully Functional;Operational;1;PROD;End Assembly;181;PDSLVISMAE9&10;
48162;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD05;DD
48163;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD06;DD
48164;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD07;DD
48165;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD08;DD
48166;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD09;DD
48167;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD10;DD
48168;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD11;DD
48169;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD12;DD
48170;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD13;DD
48171;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD14;DD
48172;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD15;DD
48173;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD19;DD
48192;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD20;DD
48193;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD24;DD
48194;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD25;DD
48195;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD26;DD
48196;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD27;DD
48197;Quality line control;Crown;Fully Functional;Operational;1;PROD;End Assembly;144;PD28;DD
48198;Quality line control;Crown;Fully Functional;Operational;1;PROD;EOLE;144;PE01;EOLE
48199;Quality line control;Crown;Fully Functional;Operational;1;PROD;EOLE;144;PE02;EOLE
48200;Quality line control;Crown;Fully Functional;Operational;1;PROD;EOLE;144;PE04;EOLE
48201;Quality line control;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;144;PM50;MTD
48202;Quality line control;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;144;PM51;MTD
48203;Quality line control;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;144;PM52;MTD
48204;Quality line control;Crown;Fully Functional;Operational;1;PROD;Ends Multi Die;144;PM53;MTD
48214;Central Compound dispenser;Grace;Fully Functional;Standalone;1;PROD;;147;;
48215;Post-repair lacquer dispenser circuit;Graco;Fully Functional;Operational;1;PROD;EOLE;507;PESLCDV;
48217;Promix 2KE;Graco;Fully Functional;Operational;1;PROD;EOLE;163;PE02;EOLE
48218;Promix 2KE;Graco;Fully Functional;Operational;1;PROD;EOLE;163;PE01;EOLE
48219;Promix 2KE;Graco;Fully Functional;Operational;1;PROD;EOLE;163;PE04;EOLE
48248;Circuit distribution PRS;Graco;Fully Functional;Operational;1;PROD;EOLE;507;PESLCDV;
48249;Navette bandes;Cuomo;Fully Functional;Operational;1;PROD;End Assembly;198;PD28;DD
48254;PLC line;Crown;Fully Functional;Operational;1;PROD;Coil Shear;146;CLSL01&02;
48255;Thickness gauge;Littell;Fully Functional;Operational;1;PROD;Coil Shear;199;CL01;MPC
48256;Thickness gauge;Vollmer;Fully Functional;Operational;1;PROD;Coil Shear;199;CL02;MPC
48257;Thickness Gauge;Vollmer;Fully Functional;Operational;1;PROD;Coil Shear;199;CL03;MPC
48258;Quality Line Control;Crown;Fully Functional;Operational;1;PROD;Coil Shear;144;CL01;MPC
48259;Quality Line Control;Crown;Fully Functional;Operational;1;PROD;Coil Shear;144;CL02;MPC
48260;Quality Line Control;Crown;Fully Functional;Operational;1;PROD;Coil Shear;144;CL03;MPC
49266;Pile 2;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL02;MPC
49267;Pile 3;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL02;MPC
49268;Pile 4;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL02;MPC
49269;Pile 2;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL01;MPC
49270;Pile 3;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL01;MPC
49271;Pile 4;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL01;MPC
49272;Pile 2;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL03;MPC
49273;Pile 3;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL03;MPC
49274;Pile 4;Littell;Fully Functional;Operational;1;PROD;Coil Shear;16;CL03;MPC
49306;Retourneur Hors Ligne;LTG;Fully Functional;Operational;1;PROD;Coil Shear;138;CLSL03;
49307;Retourneur Hors Ligne;LTG;Fully Functional;Operational;1;PROD;Coating;138;LASL02;
49308;rampe lavage peignes 1;Crown;Fully Functional;Operational;1;PROD;Coating;83;LASL02;
49309;rampe lavage peignes 2;Crown;Fully Functional;Operational;1;PROD;Coating;83;LASL02;
49310;rampe lavage peignes 3;Crown;Fully Functional;Operational;1;PROD;Coating;83;LASL02;
49311;ERNAULT Batignolles;Other (please specify);Fully Functional;Operational;1;PROD;Coating;369;LASL02;
49312;ERNAULT SOMUA 550;Other (please specify);Fully Functional;Operational;1;PROD;Coating;369;LASL02;
49343;ULTRA-CVIS;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
49344;ULTRA-CVIS;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
49345;ULTRA-CVIS;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
49346;ULTRA-CVIS;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
49347;ULTRA-CVIS;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
49348;ULTRA-CVIS;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM53;MTD
49397;PST-1000SF;Naroska;As New;Operational;1;PROD;Ends Multi Die;59;PM54;MTD
49398;MTD60-165;OMPI;As New;Operational;1;PROD;Ends Multi Die;1;PM54;MTD
49399;MTD60-165;OMPI;As New;Operational;1;PROD;Ends Multi Die;1;PM54;MTD
49400;I-DRY-4D-S1;Nordson;As New;Operational;1;PROD;Ends Multi Die;51;PM54;MTD
49401;UC-VIS B;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM54;MTD
49402;UC-VIS B;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM54;MTD
49403;UC-VIS B;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM54;MTD
49404;UC-VIS B;Ibea;As New;Operational;1;PROD;Ends Multi Die;8;PM54;MTD
49405;M15-02-0039;Autorema;As New;Operational;1;PROD;Ends Multi Die;95;PM54;MTD
49406;CRW2328;Silvi;As New;Surplus;1;PROD;;27;;
49455;SI9600;Sencon;As New;Standalone;4;PROD;;460;;
49456;SI9600;Sencon;As New;Standalone;4;PROD;;460;;
50568;CSM-10;EDS;Fully Functional;Operational;1;PROD;Coil Shear;14;CL02;MPC
50569;CSM-10;EDS;As New;Operational;1;PROD;Coil Shear;14;CL01;MPC
50574;VIS-C Ends;Ibea;As New;Operational;1;PROD;EOLE;8;PE02;EOLE
51615;SAR2;Naroska;As New;Operational;1;PROD;Ends Multi Die;108;PM54;MTD
51616;SAR2;Naroska;Full Overhaul;Operational;1;PROD;Ends Multi Die;108;PM54;MTD
51617;TB;Naroska;As New;Operational;1;PROD;Ends Multi Die;3;PM54;MTD
51618;M15-02-0040;Autorema;As New;Operational;1;PROD;Ends Multi Die;95;PM53;MTD
51619;Conveying;Unknown;As New;Operational;1;PROD;Ends Multi Die;157;PM54;MTD
51620;Line Electrical cabin;Crown;As New;Operational;1;PROD;Ends Multi Die;146;PM54;MTD
51621;QUality Line Control;Crown;As New;Operational;1;PROD;Ends Multi Die;144;PM54;MTD
51622;C-VIS BIG;Ibea;As New;Operational;1;PROD;End Assembly;8;PD25;DD
51623;CRW2354;Silvi;As New;Surplus;1;PROD;;27;;
51750;;Crown;Fully Functional;Operational;1;PROD;End Assembly;108;PD22;DD
51751;;Crown;Fully Functional;Operational;1;PROD;End Assembly;108;PD22;DD
51752;;Crown;Fully Functional;Operational;1;PROD;End Assembly;108;PD23;DD
51753;;Crown;Fully Functional;Operational;1;PROD;End Assembly;108;PD23;DD
51754;DL500;Matriruiz;Fully Functional;Operational;1;PROD;End Assembly;1;PDSL22&23;DD
51755;DL500;Matriruiz;Fully Functional;Operational;1;PROD;End Assembly;1;PDSL22&23;DD
51756;MRD-200;OMPI;Fully Functional;Operational;1;PROD;End Assembly;236;PDSL22&23;DD
51976;C VIS BIG;Ibea;Fully Functional;Operational;1;PROD;End Assembly;8;PD28;DD
51977;CRW2535;Silvi;Fully Functional;Operational;1;PROD;End Assembly;27;PD27;DD
51978;TS14;Clevertech;Fully Functional;Operational;1;PROD;EOLE;34;PE01;EOLE
51979;TS14;Clevertech;Fully Functional;Operational;1;PROD;EOLE;34;PE04;EOLE
51980;P125;Alfons-Haar;Fully Functional;Operational;1;PROD;Ends Multi Die;36;PM52;MTD
51981;Cube;Ibea;Fully Functional;Operational;1;PROD;EOLE;8;PE04;EOLE
